
Processing AnaSinJ.C(1,2)...
Warning in <TH1D::Sumw2>: Sum of squares of weights structure already created
Warning in <TH1D::Sumw2>: Sum of squares of weights structure already created
Warning in <TH1D::Sumw2>: Sum of squares of weights structure already created
Warning in <TH1D::Sumw2>: Sum of squares of weights structure already created
Number of particle: 324619199
 TH1.Print Name  = Kshort_JC_9.5014.00, Entries= 2496, Total sum= 0.115597
 TH1.Print Name  = Kshort_PC_9.5014.00, Entries= 1762, Total sum= 0.0816686
 TH1.Print Name  = Kshort_dJP_9.5014.00, Entries= 2496, Total sum= 0.115689
 TH1.Print Name  = Kshort_In_14.0019.00, Entries= 1848340, Total sum= 0.357832
 TH1.Print Name  = Kshort_JC_14.0019.00, Entries= 1682, Total sum= 0.11057
 TH1.Print Name  = Kshort_PC_14.0019.00, Entries= 970, Total sum= 0.0638032
 TH1.Print Name  = Kshort_dJP_14.0019.00, Entries= 1682, Total sum= 0.110636
 TH1.Print Name  = Kshort_In_19.0028.00, Entries= 2916788, Total sum= 0.295567
 TH1.Print Name  = Kshort_JC_19.0028.00, Entries= 1904, Total sum= 0.111515
 TH1.Print Name  = Kshort_PC_19.0028.00, Entries= 994, Total sum= 0.0582479
 TH1.Print Name  = Kshort_dJP_19.0028.00, Entries= 1904, Total sum= 0.111573
 TH1.Print Name  = Kshort_In_28.0038.00, Entries= 2080494, Total sum= 0.18986
 TH1.Print Name  = Kshort_JC_28.0038.00, Entries= 1016, Total sum= 0.109212
 TH1.Print Name  = Kshort_PC_28.0038.00, Entries= 398, Total sum= 0.0427819
 TH1.Print Name  = Kshort_dJP_28.0038.00, Entries= 1016, Total sum= 0.109212
 TH1.Print Name  = Kshort_In_38.0048.00, Entries= 1415815, Total sum= 0.124435
 TH1.Print Name  = Kshort_JC_38.0048.00, Entries= 439, Total sum= 0.0880995
 TH1.Print Name  = Kshort_PC_38.0048.00, Entries= 141, Total sum= 0.0282962
 TH1.Print Name  = Kshort_dJP_38.0048.00, Entries= 439, Total sum= 0.0880995
 TH1.Print Name  = Kshort_In_48.0068.00, Entries= 2006814, Total sum= 0.0965896
 TH1.Print Name  = Kshort_JC_48.0068.00, Entries= 342, Total sum= 0.0979381
 TH1.Print Name  = Kshort_PC_48.0068.00, Entries= 101, Total sum= 0.0289233
 TH1.Print Name  = Kshort_dJP_48.0068.00, Entries= 342, Total sum= 0.0979381
 TH1.Print Name  = Kshort_In_68.00100.00, Entries= 245894, Total sum= 0.00685799
 TH1.Print Name  = Kshort_JC_68.00100.00, Entries= 20, Total sum= 0.0896861
 TH1.Print Name  = Kshort_PC_68.00100.00, Entries= 7, Total sum= 0.0313901
 TH1.Print Name  = Kshort_dJP_68.00100.00, Entries= 20, Total sum= 0.0896861
Collection name='TList', class='TList', size=62
 TH1.Print Name  = Integral_Lambda_In, Entries= 5142284, Total sum= 1.16396
 TH1.Print Name  = Integral_Lambda_JC, Entries= 6034, Total sum= 0.297914
 TH1.Print Name  = Integral_Lambda_PC, Entries= 5112, Total sum= 0.205026
 TH1.Print Name  = integral_Lambda_In, Entries= 5554928, Total sum= 0.330608
 TH1.Print Name  = integral_Lambda_JC, Entries= 6449, Total sum= 0.105628
 TH1.Print Name  = integral_Lambda_PC, Entries= 5406, Total sum= 0.0704616
 TH1.Print Name  = Lambda_In, Entries= 5704763, Total sum= 0.0570468
 TH1.Print Name  = Lambda_JC, Entries= 6574, Total sum= 0.042949
 TH1.Print Name  = Lambda_dJP, Entries= 6574, Total sum= 0.0430013
 TH1.Print Name  = Lambda_PC, Entries= 5480, Total sum= 0.0358453
 TH1.Print Name  = Lambda_In_010, Entries= 2481847, Total sum= 0.242333
 TH1.Print Name  = Lambda_JC_010, Entries= 4468, Total sum= 0.047135
 TH1.Print Name  = Lambda_PC_010, Entries= 4386, Total sum= 0.046301
 TH1.Print Name  = Lambda_dJP_010, Entries= 4468, Total sum= 0.0471666
 TH1.Print Name  = Lambda_In_1040, Entries= 2435251, Total sum= 0.077776
 TH1.Print Name  = Lambda_JC_1040, Entries= 1826, Total sum= 0.0329981
 TH1.Print Name  = Lambda_PC_1040, Entries= 981, Total sum= 0.0177766
 TH1.Print Name  = Lambda_dJP_1040, Entries= 1826, Total sum= 0.0330887
 TH1.Print Name  = Lambda_In_40100, Entries= 637830, Total sum= 0.010497
 TH1.Print Name  = Lambda_JC_40100, Entries= 155, Total sum= 0.0253724
 TH1.Print Name  = Lambda_PC_40100, Entries= 39, Total sum= 0.00638402
 TH1.Print Name  = Lambda_dJP_40100, Entries= 155, Total sum= 0.0253724
 TH1.Print Name  = Lambda_In_0.000.95, Entries= 350378, Total sum= 0.351574
 TH1.Print Name  = Lambda_JC_0.000.95, Entries= 988, Total sum= 0.0521125
 TH1.Print Name  = Lambda_PC_0.000.95, Entries= 1121, Total sum= 0.0591276
 TH1.Print Name  = Lambda_dJP_0.000.95, Entries= 988, Total sum= 0.0521125
 TH1.Print Name  = Lambda_In_0.954.70, Entries= 995490, Total sum= 0.260643
 TH1.Print Name  = Lambda_JC_0.954.70, Entries= 1867, Total sum= 0.0441096
 TH1.Print Name  = Lambda_PC_0.954.70, Entries= 1895, Total sum= 0.0448192
 TH1.Print Name  = Lambda_dJP_0.954.70, Entries= 1867, Total sum= 0.0441569
 TH1.Print Name  = Lambda_In_4.709.50, Entries= 884153, Total sum= 0.181494
 TH1.Print Name  = Lambda_JC_4.709.50, Entries= 1251, Total sum= 0.0384722
 TH1.Print Name  = Lambda_PC_4.709.50, Entries= 1036, Total sum= 0.0318603
 TH1.Print Name  = Lambda_dJP_4.709.50, Entries= 1251, Total sum= 0.0384722
 TH1.Print Name  = Lambda_In_9.5014.00, Entries= 635950, Total sum= 0.127213
 TH1.Print Name  = Lambda_JC_9.5014.00, Entries= 673, Total sum= 0.0311472
 TH1.Print Name  = Lambda_PC_9.5014.00, Entries= 495, Total sum= 0.0229432
 TH1.Print Name  = Lambda_dJP_9.5014.00, Entries= 673, Total sum= 0.0311935
 TH1.Print Name  = Lambda_In_14.0019.00, Entries= 470485, Total sum= 0.0910834
 TH1.Print Name  = Lambda_JC_14.0019.00, Entries= 387, Total sum= 0.0253239
 TH1.Print Name  = Lambda_PC_14.0019.00, Entries= 210, Total sum= 0.0138131
 TH1.Print Name  = Lambda_dJP_14.0019.00, Entries= 387, Total sum= 0.0254555
 TH1.Print Name  = Lambda_In_19.0028.00, Entries= 677024, Total sum= 0.0686047
 TH1.Print Name  = Lambda_JC_19.0028.00, Entries= 480, Total sum= 0.0280105
 TH1.Print Name  = Lambda_PC_19.0028.00, Entries= 224, Total sum= 0.0131263
 TH1.Print Name  = Lambda_dJP_19.0028.00, Entries= 480, Total sum= 0.0281277
 TH1.Print Name  = Lambda_In_28.0038.00, Entries= 437685, Total sum= 0.039942
 TH1.Print Name  = Lambda_JC_28.0038.00, Entries= 203, Total sum= 0.0218209
 TH1.Print Name  = Lambda_PC_28.0038.00, Entries= 93, Total sum= 0.00999678
 TH1.Print Name  = Lambda_dJP_28.0038.00, Entries= 203, Total sum= 0.0218209
 TH1.Print Name  = Lambda_In_38.0048.00, Entries= 276474, Total sum= 0.0242991
 TH1.Print Name  = Lambda_JC_38.0048.00, Entries= 105, Total sum= 0.0210716
 TH1.Print Name  = Lambda_PC_38.0048.00, Entries= 18, Total sum= 0.00361228
 TH1.Print Name  = Lambda_dJP_38.0048.00, Entries= 105, Total sum= 0.0210716
 TH1.Print Name  = Lambda_In_48.0068.00, Entries= 372366, Total sum= 0.0179223
 TH1.Print Name  = Lambda_JC_48.0068.00, Entries= 77, Total sum= 0.0220504
 TH1.Print Name  = Lambda_PC_48.0068.00, Entries= 20, Total sum= 0.00572738
 TH1.Print Name  = Lambda_dJP_48.0068.00, Entries= 77, Total sum= 0.0220504
 TH1.Print Name  = Lambda_In_68.00100.00, Entries= 42279, Total sum= 0.00117916
 TH1.Print Name  = Lambda_JC_68.00100.00, Entries= 3, Total sum= 0.0134529
 TH1.Print Name  = Lambda_PC_68.00100.00, Entries= 0, Total sum= 0
 TH1.Print Name  = Lambda_dJP_68.00100.00, Entries= 3, Total sum= 0.0134529
Collection name='TList', class='TList', size=62
 TH1.Print Name  = Integral_Xi_In, Entries= 467195, Total sum= 0.107759
 TH1.Print Name  = Integral_Xi_JC, Entries= 1415, Total sum= 0.0721056
 TH1.Print Name  = Integral_Xi_PC, Entries= 480, Total sum= 0.0185887
 TH1.Print Name  = integral_Xi_In, Entries= 504415, Total sum= 0.0304591
 TH1.Print Name  = integral_Xi_JC, Entries= 1494, Total sum= 0.0245295
 TH1.Print Name  = integral_Xi_PC, Entries= 501, Total sum= 0.00623807
 TH1.Print Name  = Xi_In, Entries= 517657, Total sum= 0.00517646
 TH1.Print Name  = Xi_JC, Entries= 1524, Total sum= 0.00994904
 TH1.Print Name  = Xi_dJP, Entries= 1524, Total sum= 0.00996867
 TH1.Print Name  = Xi_PC, Entries= 513, Total sum= 0.00335559
 TH1.Print Name  = Xi_In_010, Entries= 230881, Total sum= 0.0225435
 TH1.Print Name  = Xi_JC_010, Entries= 1029, Total sum= 0.0108416
 TH1.Print Name  = Xi_PC_010, Entries= 414, Total sum= 0.00437041
 TH1.Print Name  = Xi_dJP_010, Entries= 1029, Total sum= 0.0108627
 TH1.Print Name  = Xi_In_1040, Entries= 220507, Total sum= 0.00704246
 TH1.Print Name  = Xi_JC_1040, Entries= 429, Total sum= 0.00775573
 TH1.Print Name  = Xi_PC_1040, Entries= 85, Total sum= 0.00154027
 TH1.Print Name  = Xi_dJP_1040, Entries= 429, Total sum= 0.00777385
 TH1.Print Name  = Xi_In_40100, Entries= 53027, Total sum= 0.000872684
 TH1.Print Name  = Xi_JC_40100, Entries= 36, Total sum= 0.00589294
 TH1.Print Name  = Xi_PC_40100, Entries= 2, Total sum= 0.000327386
 TH1.Print Name  = Xi_dJP_40100, Entries= 36, Total sum= 0.00589294
 TH1.Print Name  = Xi_In_0.000.95, Entries= 33076, Total sum= 0.033189
 TH1.Print Name  = Xi_JC_0.000.95, Entries= 228, Total sum= 0.012026
 TH1.Print Name  = Xi_PC_0.000.95, Entries= 98, Total sum= 0.00516905
 TH1.Print Name  = Xi_dJP_0.000.95, Entries= 228, Total sum= 0.012026
 TH1.Print Name  = Xi_In_0.954.70, Entries= 92793, Total sum= 0.024295
 TH1.Print Name  = Xi_JC_0.954.70, Entries= 407, Total sum= 0.00960242
 TH1.Print Name  = Xi_PC_0.954.70, Entries= 188, Total sum= 0.00444644
 TH1.Print Name  = Xi_dJP_0.954.70, Entries= 407, Total sum= 0.00962607
 TH1.Print Name  = Xi_In_4.709.50, Entries= 81839, Total sum= 0.0167992
 TH1.Print Name  = Xi_JC_4.709.50, Entries= 306, Total sum= 0.00937971
 TH1.Print Name  = Xi_PC_4.709.50, Entries= 104, Total sum= 0.00319833
 TH1.Print Name  = Xi_dJP_4.709.50, Entries= 306, Total sum= 0.00941046
 TH1.Print Name  = Xi_In_9.5014.00, Entries= 58494, Total sum= 0.0117008
 TH1.Print Name  = Xi_JC_9.5014.00, Entries= 161, Total sum= 0.00746234
 TH1.Print Name  = Xi_PC_9.5014.00, Entries= 43, Total sum= 0.00199305
 TH1.Print Name  = Xi_dJP_9.5014.00, Entries= 161, Total sum= 0.00746234
 TH1.Print Name  = Xi_In_14.0019.00, Entries= 43209, Total sum= 0.00836513
 TH1.Print Name  = Xi_JC_14.0019.00, Entries= 101, Total sum= 0.00664343
 TH1.Print Name  = Xi_PC_14.0019.00, Entries= 18, Total sum= 0.00118398
 TH1.Print Name  = Xi_dJP_14.0019.00, Entries= 101, Total sum= 0.00664343
 TH1.Print Name  = Xi_In_19.0028.00, Entries= 61399, Total sum= 0.00622166
 TH1.Print Name  = Xi_JC_19.0028.00, Entries= 111, Total sum= 0.00644594
 TH1.Print Name  = Xi_PC_19.0028.00, Entries= 20, Total sum= 0.00117199
 TH1.Print Name  = Xi_dJP_19.0028.00, Entries= 111, Total sum= 0.00650454
 TH1.Print Name  = Xi_In_28.0038.00, Entries= 38453, Total sum= 0.00350912
 TH1.Print Name  = Xi_JC_28.0038.00, Entries= 58, Total sum= 0.00623455
 TH1.Print Name  = Xi_PC_28.0038.00, Entries= 5, Total sum= 0.000537461
 TH1.Print Name  = Xi_dJP_28.0038.00, Entries= 58, Total sum= 0.00623455
 TH1.Print Name  = Xi_In_38.0048.00, Entries= 23962, Total sum= 0.00210601
 TH1.Print Name  = Xi_JC_38.0048.00, Entries= 27, Total sum= 0.00541842
 TH1.Print Name  = Xi_PC_38.0048.00, Entries= 3, Total sum= 0.000602047
 TH1.Print Name  = Xi_dJP_38.0048.00, Entries= 27, Total sum= 0.00541842
 TH1.Print Name  = Xi_In_48.0068.00, Entries= 30831, Total sum= 0.00148392
 TH1.Print Name  = Xi_JC_48.0068.00, Entries= 15, Total sum= 0.00429553
 TH1.Print Name  = Xi_PC_48.0068.00, Entries= 1, Total sum= 0.000286369
 TH1.Print Name  = Xi_dJP_48.0068.00, Entries= 15, Total sum= 0.00429553
 TH1.Print Name  = Xi_In_68.00100.00, Entries= 3139, Total sum= 8.75468e-05
 TH1.Print Name  = Xi_JC_68.00100.00, Entries= 1, Total sum= 0.0044843
 TH1.Print Name  = Xi_PC_68.00100.00, Entries= 0, Total sum= 0
 TH1.Print Name  = Xi_dJP_68.00100.00, Entries= 1, Total sum= 0.0044843
Collection name='TList', class='TList', size=62
 TH1.Print Name  = Integral_Omega_In, Entries= 33331, Total sum= 0.00839982
 TH1.Print Name  = Integral_Omega_JC, Entries= 91, Total sum= 0.00382851
 TH1.Print Name  = Integral_Omega_PC, Entries= 34, Total sum= 0.00124403
 TH1.Print Name  = integral_Omega_In, Entries= 35856, Total sum= 0.00232366
 TH1.Print Name  = integral_Omega_JC, Entries= 101, Total sum= 0.00137063
 TH1.Print Name  = integral_Omega_PC, Entries= 37, Total sum= 0.00058155
 TH1.Print Name  = Omega_In, Entries= 36724, Total sum= 0.000367236
 TH1.Print Name  = Omega_JC, Entries= 101, Total sum= 0.000660653
 TH1.Print Name  = Omega_dJP, Entries= 101, Total sum= 0.000660653
 TH1.Print Name  = Omega_PC, Entries= 37, Total sum= 0.000242021
 TH1.Print Name  = Omega_In_010, Entries= 18507, Total sum= 0.00180708
 TH1.Print Name  = Omega_JC_010, Entries= 80, Total sum= 0.000844523
 TH1.Print Name  = Omega_PC_010, Entries= 31, Total sum= 0.000327253
 TH1.Print Name  = Omega_dJP_010, Entries= 80, Total sum= 0.000844523
 TH1.Print Name  = Omega_In_1040, Entries= 14926, Total sum= 0.000476703
 TH1.Print Name  = Omega_JC_1040, Entries= 20, Total sum= 0.000362417
 TH1.Print Name  = Omega_PC_1040, Entries= 5, Total sum= 9.06043e-05
 TH1.Print Name  = Omega_dJP_1040, Entries= 20, Total sum= 0.000362417
 TH1.Print Name  = Omega_In_40100, Entries= 2423, Total sum= 3.98762e-05
 TH1.Print Name  = Omega_JC_40100, Entries= 1, Total sum= 0.000163693
 TH1.Print Name  = Omega_PC_40100, Entries= 1, Total sum= 0.000163693
 TH1.Print Name  = Omega_dJP_40100, Entries= 1, Total sum= 0.000163693
 TH1.Print Name  = Omega_In_0.000.95, Entries= 2818, Total sum= 0.00282763
 TH1.Print Name  = Omega_JC_0.000.95, Entries= 23, Total sum= 0.00121314
 TH1.Print Name  = Omega_PC_0.000.95, Entries= 8, Total sum= 0.000421963
 TH1.Print Name  = Omega_dJP_0.000.95, Entries= 23, Total sum= 0.00121314
 TH1.Print Name  = Omega_In_0.954.70, Entries= 7546, Total sum= 0.00197573
 TH1.Print Name  = Omega_JC_0.954.70, Entries= 37, Total sum= 0.000875098
